order.recorded,experiment,paper,application.date,measurement.date,dwe.Mg.ha.emp,dwe.Mg.ha.est,amendment.tilled.in,amendment.cat.agg,amendment.cat.det,amendment.CtoN.emp,amendment.CtoN.est,amendment.orgC.emp,amendment.orgC.est,amendment.totN.emp,amendment.totN.est,amendment.nh4.emp,amendment.nh4.est,amendment.no3.emp,amendment.no3.est,amendment.availP.emp,amendment.availP.est,amendment.totP.emp,amendment.totP.est,amendment.availK.emp,amendment.availK.est,amendment.totK.emp,amendment.totK.est,amendment.Fe.emp,amendment.Fe.est,amendment.Pb.emp,amendment.Pb.units,amendment.Pb.total,MAP.emp,MAP.est,MAT.emp,MAT.est,clim.class,site.soil.orgC,site.soil.totN,site.soil.availP,site.soil.availK,site.soil.pH,site.soil.perc.sand,site.soil.perc.silt,site.soil.perc.clay,site.soil.bulk.dens,site.plant.comm,vegetation.planted,amendment.in.planting.holes,grazed.or.cut,soil.sample.depth,soilC.con.mean,soilC.con.SD,soilC.con.letter,soilC.con.N,soilC.trt.mean,soilC.trt.SD,soilC.trt.letter,soilC.trt.N,soilC.trt.minus.con.paired.mean,soilC.trt.minus.con.paired.SD,soilC.trt.minus.con.paired.N,soilC.reported.comp.sig,soilC.comp.pval,soilC.LSD,soilC.analysis.Fval,soilC.analysis.pval,soilC.notes.analysis.LSD.F.p,soilC.units,soiltotN.con.mean,soiltotN.con.SD,soiltotN.con.letter,soiltotN.con.N,soiltotN.trt.mean,soiltotN.trt.SD,soiltotN.trt.letter,soiltotN.trt.N,soiltotN.trt.minus.con.paired.mean,soiltotN.trt.minus.con.paired.SD,soiltotN.trt.minus.con.paired.N,soiltotN.reported.comp.sig,soiltotN.comp.pval,soiltotN.LSD,soiltotN.analysis.Fval,soiltotN.analysis.pval,soiltotN.notes.analysis.LSD.F.p,soiltotN.units,soilNH4.con.mean,soilNH4.con.SD,soilNH4.con.letter,soilNH4.con.N,soilNH4.trt.mean,soilNH4.trt.SD,soilNH4.trt.letter,soilNH4.trt.N,soilNH4.comp.pval,soilNH4.LSD,soilNH4.analysis.Fval,soilNH4.analysis.pval,soilNH4.notes.analysis.LSD.F.p,soilNH4.units,soilNO3.con.mean,soilNO3.con.SD,soilNO3.con.letter,soilNO3.con.N,soilNO3.trt.mean,soilNO3.trt.SD,soilNO3.trt.letter,soilNO3.trt.N,soilNO3.comp.pval,soilNO3.LSD,soilNO3.analysis.Fval,soilNO3.analysis.pval,soilNO3.notes.analysis.LSD.F.p,soilNO3.units,soilP.con.mean,soilP.con.SD,soilP.con.letter,soilP.con.N,soilP.trt.mean,soilP.trt.SD,soilP.trt.letter,soilP.trt.N,soilP.comp.pval,soilP.LSD,soilP.analysis.Fval,soilP.analysis.pval,soilP.notes.analysis.LSD.F.p,soilP.units,soil_moisture.con.mean,soil_moisture.con.SD,soil_moisture.con.letter,soil_moisture.con.N,soil_moisture.trt.mean,soil_moisture.trt.SD,soil_moisture.trt.letter,soil_moisture.trt.N,soil_moisture.comp.pval,soil_moisture.LSD,soil_moisture.analysis.Fval,soil_moisture.analysis.pval,soil_moisture.notes.analysis.LSD.F.p,soil_moisture.units,soilPb.con.mean,soilPb.con.SD,soilPb.con.letter,soilPb.con.N,soilPb.trt.mean,soilPb.trt.SD,soilPb.trt.letter,soilPb.trt.N,soilPb.comp.pval,soilPb.LSD,soilPb.analysis.Fval,soilPb.analysis.pval,soilPb.notes.analysis.LSD.F.p,soilPb.units,extractable.or.total,labresp.con.mean,labresp.con.SD,labresp.con.letter,labresp.con.N,labresp.trt.mean,labresp.trt.SD,labresp.trt.letter,labresp.trt.N,labresp.comp.pval,labresp.LSD,labresp.analysis.Fval,labresp.analysis.pval,labresp.notes.analysis.LSD.F.p,labresp.units,MBC.con.mean,MBC.con.SD,MBC.con.letter,MBC.con.N,MBC.trt.mean,MBC.trt.SD,MBC.trt.letter,MBC.trt.N,MBC.comp.pval,MBC.LSD,MBC.analysis.Fval,MBC.analysis.pval,MBC.notes.analysis.LSD.F.p,MBC.units,biomass.or.abundance,ANPP.con.mean,ANPP.con.SD,ANPP.con.letter,ANPP.con.N,ANPP.trt.mean,ANPP.trt.SD,ANPP.trt.letter,ANPP.trt.N,ANPP.trt.minus.con.paired.mean,ANPP.trt.minus.con.paired.SD,ANPP.trt.minus.con.paired.N,ANPP.reported.comp.sig,ANPP.comp.pval,ANPP.LSD,ANPP.analysis.Fval,ANPP.analysis.pval,ANPP.notes.analysis.LSD.F.p,ANPP.units,mass.cover.or.growth,sprich.con.mean,sprich.con.SD,sprich.con.letter,sprich.con.N,sprich.trt.mean,sprich.trt.SD,sprich.trt.letter,sprich.trt.N,sprich.reported.comp.sig,sprich.comp.pval,sprich.LSD,sprich.analysis.Fval,sprich.analysis.pval,sprich.notes.analysis.LSD.F.p,sprich.units,speven.con.mean,speven.con.SD,speven.con.letter,speven.con.N,speven.trt.mean,speven.trt.SD,speven.trt.letter,speven.trt.N,speven.reported.comp.sig,speven.comp.pval,speven.analysis.Fval,speven.analysis.pval,speven.notes.analysis.LSD.F.p,speven.units,percent_native.con.mean,percent_native.con.SD,percent_native.con.letter,percent_native.con.N,percent_native.trt.mean,percent_native.trt.SD,percent_native.trt.letter,percent_native.trt.N,percent_native.analysis.Fval,percent_native.analysis.pval,percent_native.notes.analysis.LSD.F.p,percent_native.units,percent_annual.con.mean,percent_annual.con.SD,percent_annual.con.letter,percent_annual.con.N,percent_annual.trt.mean,percent_annual.trt.SD,percent_annual.trt.letter,percent_annual.trt.N,percent_annual.analysis.Fval,percent_annual.analysis.pval,percent_annual.notes.analysis.LSD.F.p,percent_annual.units,percent_grass.con.mean,percent_grass.con.SD,percent_grass.con.letter,percent_grass.con.N,percent_grass.trt.mean,percent_grass.trt.SD,percent_grass.trt.letter,percent_grass.trt.N,percent_grass.analysis.Fval,percent_grass.analysis.pval,percent_grass.notes.analysis.LSD.F.p,percent_grass.units,plantN.con.mean,plantN.con.SD,plantN.con.letter,plantN.con.N,plantN.trt.mean,plantN.trt.SD,plantN.trt.letter,plantN.trt.N,plantN.trt.minus.con.paired.mean,plantN.trt.minus.con.paired.SD,plantN.trt.minus.con.paired.N,plantN.reported.comp.sig,plantN.comp.pval,plantN.LSD,plantN.analysis.Fval,plantN.analysis.pval,plantN.notes.analysis.LSD.F.p,plantN.units,runoffamount.con.mean,runoffamount.con.SD,runoffamount.con.letter,runoffamount.con.N,runoffamount.trt.mean,runoffamount.trt.SD,runoffamount.trt.letter,runoffamount.trt.N,runoffamount.comp.pval,runoffamount.LSD,runoffamount.SED,runoffamount.analysis.pval,runoffamount.notes.analysis.LSD.F.p,runoffamount.units,runoffN.con.mean,runoffN.con.SD,runoffN.con.letter,runoffN.con.N,runoffN.trt.mean,runoffN.trt.SD,runoffN.trt.letter,runoffN.trt.N,runoffN.comp.pval,runoffN.LSD,runoffN.SED,runoffN.analysis.pval,runoffN.notes.analysis.LSD.F.p,runoffN.units,runoffP.con.mean,runoffP.con.SD,runoffP.con.letter,runoffP.con.N,runoffP.trt.mean,runoffP.trt.SD,runoffP.trt.letter,runoffP.trt.N,runoffP.LSD,runoffP.SED,runoffP.analysis.pval,runoffP.notes.analysis.LSD.F.p,runoffP.units,plantPb.con.mean,plantPb.con.SD,plantPb.con.letter,plantPb.con.N,plantPb.trt.mean,plantPb.trt.SD,plantPb.trt.letter,plantPb.trt.N,plantPb.LSD,plantPb.analysis.Fval,plantPb.analysis.pval,plantPb.notes.analysis.LSD.F.p,plantPb.units,soilWHC.con.mean,soilWHC.con.SD,soilWHC.con.letter,soilWHC.con.N,soilWHC.trt.mean,soilWHC.trt.SD,soilWHC.trt.letter,soilWHC.trt.N,soilWHC.analysis.Fval,soilWHC.analysis.pval,soilWHC.notes.analysis.LSD.F.p,soilWHC.units,soilCO2.con.mean,soilCO2.con.SD,soilCO2.con.letter,soilCO2.con.N,soilCO2.trt.mean,soilCO2.trt.SD,soilCO2.trt.letter,soilCO2.trt.N,soilCO2.trt.minus.con.paired.mean,soilCO2.trt.minus.con.paired.SD,soilCO2.trt.minus.con.paired.N,soilCO2.reported.comp.sig,soilCO2.units,soilN2O.con.mean,soilN2O.con.SD,soilN2O.con.letter,soilN2O.con.N,soilN2O.trt.mean,soilN2O.trt.SD,soilN2O.trt.letter,soilN2O.trt.N,soilN2O.comp.pval,soilN2O.units,soilCH4.con.mean,soilCH4.con.SD,soilCH4.con.letter,soilCH4.con.N,soilCH4.trt.mean,soilCH4.trt.SD,soilCH4.trt.letter,soilCH4.trt.N,soilCH4.comp.pval,soilCH4.units
263,KOWALJOW,GonzˆlezPoloetal2015,11/15/2004,11/15/2010,40,40,no,compost,compost.biosolids.greenwaste,16,16,285.5,285.5,18.45,18.45,0.34,0.34,1,1,1.689,1.689,5.5,5.5,NA,0.783,1.9,1.9,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,10,6.3,1.82,b,4,11.7,1.38,a,4,,,,,,,,,,g / kg,0.4,0.14,b,4,0.8,0.08,a,4,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,1.6,c,4,39.6,2.26,a,4,,,,,,mg / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,4.19,b,4,22.44,8.87,a,4,,,,,,mg C / kg soil / day,684.2,387.1,a,4,775.9,343,a,4,,,,,,mg microbial C / kg soil,biomass,79.84,26.36,a,4,99.61,34.11,a,4,,,,,,,,,,g / m2,mass,4.7,3.3,,4,5.2,0.94,,4,,,,,,,number of species per plot,0.1,0.022,,4,0.18,0.124,,4,,,,,,Shannon-Weaver Index; NOT evenness per se,75.8,NA,,4,72.2,NA,,4,,,,"relative numbers of species, NOT relative cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,KOWALJOW,GonzˆlezPoloetal2015,11/15/2004,11/15/2010,40,40,no,compost,compost.municipal.solid.waste,17,17,128,128,7.7,7.7,0.14,0.14,0.1,0.1,0.158,0.158,4.05,4.05,NA,0.618,1.5,1.5,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,10,6.3,1.82,b,4,8.4,1.46,b,4,,,,,,,,,,g / kg,0.4,0.14,b,4,0.6,0.1,b,4,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,1.6,c,4,19.3,5.42,b,4,,,,,,mg / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,4.19,b,4,16.75,1.39,ab,4,,,,,,mg C / kg soil / day,684.2,387.1,a,4,511,139.2,a,4,,,,,,mg microbial C / kg soil,biomass,79.84,26.36,a,4,120.54,12.4,a,4,,,,,,,,,,g / m2,mass,4.7,3.3,,4,4.7,1.5,,4,,,,,,,number of species per plot,0.1,0.022,,4,0.15,0.08,,4,,,,,,Shannon-Weaver Index; NOT evenness per se,75.8,NA,,4,73.4,NA,,4,,,,"relative numbers of species, NOT relative cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,KOWALJOW,Kowaljowetal2017,11/15/2004,11/15/2005,40,40,no,compost,compost.biosolids.greenwaste,14,14,213,213,15.6,15.6,0.11,0.11,0.42,0.42,1.278,1.278,5.2,5.2,NA,0.701,1.7,1.7,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.5,,4,6.4,3,,4,,p > 0.05,Main effect of treatment not significant,"% Plant available water (field capacity - permanent wilting point), calculated on air-dried soil in lab using a pressure plate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,KOWALJOW,Kowaljowetal2017,11/15/2004,11/15/2005,40,40,no,compost,compost.biosolids.greenwaste,16,16,285.5,285.5,18.45,18.45,0.34,0.34,1,1,1.689,1.689,5.5,5.5,NA,0.783,1.9,1.9,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.5,,4,3.3,0.9,,4,,p > 0.05,Main effect of treatment not significant,"% Plant available water (field capacity - permanent wilting point), calculated on air-dried soil in lab using a pressure plate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,KOWALJOW,Kowaljowetal2017,11/15/2004,11/15/2005,40,40,no,compost,compost.municipal.solid.waste,17,17,128,128,7.7,7.7,0.14,0.14,0.1,0.1,0.158,0.158,4.05,4.05,NA,0.618,1.5,1.5,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.5,,4,3.9,0.7,,4,,p > 0.05,Main effect of treatment not significant,"% Plant available water (field capacity - permanent wilting point), calculated on air-dried soil in lab using a pressure plate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,KOWALJOW,Kowaljowetal2017,11/15/2004,11/15/2005,40,40,no,compost,compost.municipal.solid.waste,22,22,151,151,7,7,0.11,0.11,0.37,0.37,0.152,0.152,3.2,3.2,NA,0.536,1.3,1.3,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.5,,4,4.6,2.1,,4,,p > 0.05,Main effect of treatment not significant,"% Plant available water (field capacity - permanent wilting point), calculated on air-dried soil in lab using a pressure plate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,KOWALJOW,Kowaljowetal2017,11/15/2004,3/15/2006,40,40,no,compost,compost.biosolids.greenwaste,14,14,213,213,15.6,15.6,0.11,0.11,0.42,0.42,1.278,1.278,5.2,5.2,NA,0.701,1.7,1.7,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,,,4,5.18,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,KOWALJOW,Kowaljowetal2017,11/15/2004,3/15/2006,40,40,no,compost,compost.biosolids.greenwaste,16,16,285.5,285.5,18.45,18.45,0.34,0.34,1,1,1.689,1.689,5.5,5.5,NA,0.783,1.9,1.9,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,,,4,4.52,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,KOWALJOW,Kowaljowetal2017,11/15/2004,3/15/2006,40,40,no,compost,compost.municipal.solid.waste,17,17,128,128,7.7,7.7,0.14,0.14,0.1,0.1,0.158,0.158,4.05,4.05,NA,0.618,1.5,1.5,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,,,4,5.18,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,KOWALJOW,Kowaljowetal2017,11/15/2004,3/15/2006,40,40,no,compost,compost.municipal.solid.waste,22,22,151,151,7,7,0.11,0.11,0.37,0.37,0.152,0.152,3.2,3.2,NA,0.536,1.3,1.3,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,,,4,5.32,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,KOWALJOW,Kowaljowetal2017,11/15/2004,4/15/2006,40,40,no,compost,compost.biosolids.greenwaste,14,14,213,213,15.6,15.6,0.11,0.11,0.42,0.42,1.278,1.278,5.2,5.2,NA,0.701,1.7,1.7,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,,,4,17.08,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,KOWALJOW,Kowaljowetal2017,11/15/2004,4/15/2006,40,40,no,compost,compost.biosolids.greenwaste,16,16,285.5,285.5,18.45,18.45,0.34,0.34,1,1,1.689,1.689,5.5,5.5,NA,0.783,1.9,1.9,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,,,4,16.28,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,KOWALJOW,Kowaljowetal2017,11/15/2004,4/15/2006,40,40,no,compost,compost.municipal.solid.waste,17,17,128,128,7.7,7.7,0.14,0.14,0.1,0.1,0.158,0.158,4.05,4.05,NA,0.618,1.5,1.5,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,,,4,17.08,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,KOWALJOW,Kowaljowetal2017,11/15/2004,4/15/2006,40,40,no,compost,compost.municipal.solid.waste,22,22,151,151,7,7,0.11,0.11,0.37,0.37,0.152,0.152,3.2,3.2,NA,0.536,1.3,1.3,NA,7.93,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,,,4,18.6,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,KOWALJOW,Kowaljowetal2017,11/15/2004,5/15/2006,40,40,no,compost,compost.biosolids.greenwaste,14,14,213,213,15.6,15.6,0.11,0.11,0.42,0.42,1.278,1.278,5.2,5.2,NA,0.701,1.7,1.7,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,,,4,11.36,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,KOWALJOW,Kowaljowetal2017,11/15/2004,5/15/2006,40,40,no,compost,compost.biosolids.greenwaste,16,16,285.5,285.5,18.45,18.45,0.34,0.34,1,1,1.689,1.689,5.5,5.5,NA,0.783,1.9,1.9,NA,3.3,,,,300,300,11.5,11.5,dry,6,0.5,0.0073,NA,6.6,93,4,3,1.18,shrubland,none,no,no,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,,,4,11.63,,,4,p > 0.05,,,,Control not significantly different from any treatment on this date,Volumetric soil moisture (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
